Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch,group,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR7811941,SRP160510,Illumina HiSeq 4000,ncRNA-Seq,size fractionation,Stem,No,Endoderm_precursor_derived,137,7,33885957,30915030,1306862,12813002,12788464,1068,61765,2644053,30683,416436,10343301,1350511,506042,2749237,SRX4663520,PRJNA490042,SRS3758731,SAMN10023907,GEO,DOI: 10.1080/15476286.2020.1733800,32150510
SRR7811942,SRP160510,Illumina HiSeq 4000,ncRNA-Seq,size fractionation,Stem,No,Endoderm_precursor_derived,137,7,38147390,32192386,1420255,12635543,12605016,1079,86563,2272046,78847,464970,11082314,2061525,445564,3065014,SRX4663521,PRJNA490042,SRS3758732,SAMN10023906,GEO,DOI: 10.1080/15476286.2020.1733800,32150510
DRR041366,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_aortic,159,20,2627706,2173248,110246,984054,977654,529,2365,132060,9852,84141,706485,72306,16926,165059,DRX037000,PRJDB2675,DRS008109,SAMD00005941,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041379,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_aortic,159,20,3135298,1807202,105710,747165,741854,532,1329,102812,10032,60558,648338,72293,13349,151326,DRX037013,PRJDB2675,DRS008108,SAMD00005519,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041394,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_aortic,159,20,1987207,1056889,72832,527627,524122,480,874,70698,5736,38543,257625,42790,7842,105154,DRX037028,PRJDB2675,DRS008110,SAMD00004981,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041548,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_aortic,159,20,2088948,1914921,82799,441541,439422,377,1539,1030721,5907,23763,222824,33012,8047,147567,DRX037182,PRJDB2675,DRS008111,SAMD00004830,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR10063441,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,2767967,2156113,239328,202095,197146,284,324,115112,3009,998,389940,17306,3595,1423734,SRX6797318,PRJNA563721,SRS5339161,SAMN12687155,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063442,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,2755434,2151950,220614,202272,197306,294,274,115556,3286,1033,390188,16934,3784,1418623,SRX6797318,PRJNA563721,SRS5339161,SAMN12687155,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063443,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,4164112,3226535,129551,320673,317805,344,556,205579,6680,1752,655214,27386,7920,2000775,SRX6797318,PRJNA563721,SRS5339161,SAMN12687155,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063444,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,8266875,7634925,532336,3597704,3587629,503,7516,1050362,95038,82077,1633031,417531,66897,684769,SRX6797334,PRJNA563721,SRS5339177,SAMN12687154,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063445,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,2632385,1946516,250806,229667,223790,301,388,192421,2372,1007,442456,21848,4177,1052180,SRX6797335,PRJNA563721,SRS5339178,SAMN12687153,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063446,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,2619249,1940949,238630,228212,222604,319,405,193103,2379,988,439734,21509,4318,1050301,SRX6797335,PRJNA563721,SRS5339178,SAMN12687153,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063447,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,3842905,2808966,142435,359484,357079,380,731,337898,5127,1741,732515,34884,8718,1327868,SRX6797335,PRJNA563721,SRS5339178,SAMN12687153,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063448,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,9595254,8445359,584825,3576821,3565131,508,4832,1081229,79549,88134,2376525,338944,88457,810868,SRX6797336,PRJNA563721,SRS5339179,SAMN12687151,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063449,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,3662744,2876575,331774,371946,364127,340,727,288302,3326,1814,418034,31359,7091,1753976,SRX6797337,PRJNA563721,SRS5339180,SAMN12687150,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063450,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,3633885,2860119,309607,369008,361464,339,742,287560,3597,1648,415709,30808,7522,1743525,SRX6797337,PRJNA563721,SRS5339180,SAMN12687150,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063451,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,5471288,4268667,187927,595483,591099,417,1294,517334,7528,2971,708579,49956,15863,2369659,SRX6797337,PRJNA563721,SRS5339180,SAMN12687150,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063452,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,6213869,5500082,413837,2732258,2724149,477,5541,810605,43015,56518,1146519,154641,57180,493805,SRX6797338,PRJNA563721,SRS5339181,SAMN12687149,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063453,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,3148189,2408103,278607,209432,203564,303,380,158539,1906,1056,436915,20705,4758,1574412,SRX6797339,PRJNA563721,SRS5339182,SAMN12687148,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063454,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,3150611,2415385,262448,210027,204125,312,391,159130,2179,1141,434858,20293,5174,1582192,SRX6797339,PRJNA563721,SRS5339182,SAMN12687148,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063455,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,4666838,3514685,153769,337218,334459,383,722,281793,4546,2057,729065,32450,10824,2116010,SRX6797339,PRJNA563721,SRS5339182,SAMN12687148,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063456,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,150,20,16744990,14270982,1076862,5723048,5700126,610,9339,1889241,107142,137435,4108526,347915,199226,1749110,SRX6797340,PRJNA563721,SRS5339183,SAMN12687147,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR6498854,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,4022709,2334999,162202,1140709,1133258,517,3283,250045,9644,98022,399899,122783,92217,218397,SRX3587688,PRJNA430405,SRS2856107,SAMN08370469,GEO,-,-
SRR6498855,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,7503452,4271678,212785,2315781,2302488,612,7383,395412,19923,208794,607928,236465,78475,401517,SRX3587689,PRJNA430405,SRS2856104,SAMN08370467,GEO,-,-
SRR6498856,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,10031700,7577625,404559,3499002,3472680,694,12018,849440,38599,320851,1316212,422044,399318,720141,SRX3587690,PRJNA430405,SRS2856108,SAMN08370468,GEO,-,-
SRR6498857,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,7088948,2871777,189080,1399654,1390866,553,3936,339879,10854,126019,455741,150409,73602,311683,SRX3587691,PRJNA430405,SRS2856109,SAMN08370470,GEO,-,-
SRR6498858,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,5093381,3574843,330305,1295134,1285824,557,4576,399298,13469,159555,815254,205685,328122,353750,SRX3587692,PRJNA430405,SRS2856105,SAMN08370477,GEO,-,-
SRR6498860,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,3874285,2732710,161336,1466843,1458567,531,3404,282512,11940,90414,372010,141538,152290,211759,SRX3587694,PRJNA430405,SRS2856106,SAMN08370484,GEO,-,-
SRR6498861,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,3067404,2756704,107266,1882408,1873058,516,3156,232970,9908,60608,213944,73382,77457,202871,SRX3587695,PRJNA430405,SRS2856111,SAMN08370483,GEO,-,-
SRR6498862,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,2489163,1784758,166641,859895,853960,474,1713,184028,6002,55721,262976,90371,182275,141777,SRX3587696,PRJNA430405,SRS2856103,SAMN08370478,GEO,-,-
SRR6498863,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,2573431,2227126,139899,1196969,1189956,503,2786,236368,6482,56357,256125,76398,178955,216686,SRX3587697,PRJNA430405,SRS2860614,SAMN08370476,GEO,-,-
SRR6498864,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,3485880,3100219,239378,1370390,1362381,531,3373,363786,7594,85039,525742,106133,369784,268378,SRX3587698,PRJNA430405,SRS2856116,SAMN08370482,GEO,-,-
SRR6498865,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,448169,388561,51165,160120,158933,309,499,40975,1020,12889,80769,13528,41582,37179,SRX3587699,PRJNA430405,SRS2856115,SAMN08370481,GEO,-,-
SRR6498866,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,6132083,3441897,237882,1271270,1261310,520,4683,450030,14671,152787,708021,212829,299569,328037,SRX3587700,PRJNA430405,SRS2856114,SAMN08370480,GEO,-,-
SRR6498867,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,15789268,5748117,316845,719653,711746,473,5164,340482,17330,1376042,963819,1168686,471752,685189,SRX3587701,PRJNA430405,SRS2856113,SAMN08370475,GEO,-,-
SRR6498868,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,4042205,1991155,213174,505035,500661,427,2767,201365,6461,104583,516533,151905,266633,235873,SRX3587702,PRJNA430405,SRS2856112,SAMN08370474,GEO,-,-
SRR6498869,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,3867374,2283801,202829,806920,800984,481,3204,286575,7684,121795,421407,154468,206923,274825,SRX3587703,PRJNA430405,SRS2856118,SAMN08370473,GEO,-,-
SRR6498870,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,18855139,3994408,384513,992580,982841,486,4362,592420,14077,161615,893311,227702,569709,538632,SRX3587704,PRJNA430405,SRS2856117,SAMN08370472,GEO,-,-
SRR6498871,SRP131082,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_aortic,130,20,5904980,4741904,334653,1480456,1470640,565,6037,620115,14253,123571,1264407,185142,456670,591253,SRX3587705,PRJNA430405,SRS2856119,SAMN08370471,GEO,-,-
DRR041387,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_arterial,159,20,2073342,1216551,75062,725024,720296,515,1531,75819,8198,51610,188683,47434,9349,108903,DRX037021,PRJDB2675,DRS008113,SAMD00004960,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041400,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_arterial,159,20,1771207,1497621,85547,1006153,1001993,505,2126,78796,6563,57287,186427,44181,18091,97997,DRX037034,PRJDB2675,DRS008112,SAMD00005974,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041416,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_arterial,159,20,1723432,1490146,78736,773036,769209,486,2145,95233,6127,48922,399632,47303,9611,108137,DRX037050,PRJDB2675,DRS008114,SAMD00005046,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR5145129,SRP096035,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_brain,1,20,15936066,15926323,2931050,373399,342509,294,3433,2381461,3691,864204,485659,3461028,897149,7456299,SRX2463513,PRJNA360129,SRS1896046,SAMN06203792,GEO,DOI: 10.1038/s41467-017-01196-x,29074968
SRR10197184,SRP223531,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_brain_microvascular,47,20,14286916,11563458,747515,6509058,6427901,746,5132,723523,10840,178972,1723714,613248,404132,1394839,SRX6917326,PRJNA574645,SRS5448400,SAMN12863623,GEO,DOI: 10.1016/j.celrep.2020.01.073,32075753
SRR10197185,SRP223531,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_brain_microvascular,47,20,1275967,831850,52846,295903,289868,225,90,55886,240,20753,239165,41403,51032,127378,SRX6917327,PRJNA574645,SRS5448401,SAMN12863622,GEO,DOI: 10.1016/j.celrep.2020.01.073,32075753
SRR10197186,SRP223531,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_brain_microvascular,47,20,12181854,8692821,493883,2108028,2044326,559,2243,522489,2823,170319,3550351,341922,266993,1727653,SRX6917328,PRJNA574645,SRS5448402,SAMN12863597,GEO,DOI: 10.1016/j.celrep.2020.01.073,32075753
SRR10197187,SRP223531,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_brain_microvascular,47,20,20006762,13854307,924882,3235110,3120521,629,3122,1475095,4511,202488,5657529,605377,332325,2338750,SRX6917329,PRJNA574645,SRS5448403,SAMN12863596,GEO,DOI: 10.1016/j.celrep.2020.01.073,32075753
SRR10197189,SRP223531,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_brain_microvascular,47,20,14003049,9634206,532466,1517722,1439919,508,1395,735761,1939,133161,5109323,331915,261032,1541958,SRX6917331,PRJNA574645,SRS5448405,SAMN12863594,GEO,DOI: 10.1016/j.celrep.2020.01.073,32075753
SRR5868085,SRP113578,Illumina HiSeq 4000,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_brain_microvascular,1,20,27687436,27390223,763327,23806400,23776366,759,99995,275784,45253,620141,528483,622713,111227,1280227,SRX3035697,PRJNA395817,SRS2389517,SAMN07414906,HUAZHONG AGRICULTURAL UNIVERSITY,-,-
DRR041437,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_capillary,159,20,682208,561298,45797,317098,315165,442,509,27451,1840,30265,103730,22272,6519,51614,DRX037071,PRJDB2675,DRS008118,SAMD00005300,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041451,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_capillary,159,20,1202494,1056716,66445,704515,702767,514,835,52761,3770,60224,118559,38162,10932,66958,DRX037085,PRJDB2675,DRS008120,SAMD00005909,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041444,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_internal_thoracic,159,20,997792,875564,50163,577953,575548,429,1269,41695,3068,33507,130727,26103,6149,55093,DRX037078,PRJDB2675,DRS008122,SAMD00004966,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041457,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_internal_thoracic,159,20,1628849,1308490,95846,728609,723810,490,1971,82113,11265,63042,226949,55790,14661,124090,DRX037091,PRJDB2675,DRS008121,SAMD00005486,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041405,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_kidney,159,20,1869468,1607861,98822,515572,511236,514,1639,63984,5480,51448,715660,50194,13916,189968,DRX037039,PRJDB2675,DRS008323,SAMD00004840,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041561,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_kidney,159,20,1803961,1652029,83511,368851,367002,444,1112,402635,3388,29725,670703,36573,9962,129080,DRX037195,PRJDB2675,DRS008322,SAMD00005699,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041409,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,2194800,1989391,107360,1080480,1077008,487,1951,53037,2768,62941,599370,39810,13773,135261,DRX037043,PRJDB2675,DRS008116,SAMD00005386,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041423,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,4508925,4300311,180355,2365654,2358214,568,5205,117284,6074,122311,1279408,90055,30705,283615,DRX037057,PRJDB2675,DRS008115,SAMD00005778,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041431,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,3465616,3287641,140909,1854981,1849987,588,2418,127841,4062,94832,882905,101455,21726,197421,DRX037065,PRJDB2675,DRS008117,SAMD00005940,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041637,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,10745512,10591943,362200,7135077,7125837,756,15707,440780,24420,501592,1312777,390622,172120,598848,DRX037271,PRJDB2675,DRS008481,SAMD00004711,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041638,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,10243908,10063077,322100,7727961,7717945,765,15547,287953,42155,382154,720028,301661,113975,471643,DRX037272,PRJDB2675,DRS008482,SAMD00004991,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041639,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,9647218,9451211,340020,7316945,7308894,742,12045,243326,24062,323185,679240,250786,138219,463403,DRX037273,PRJDB2675,DRS008483,SAMD00005701,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041640,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,10761120,10586180,357693,7817370,7807779,779,15414,269275,28774,385923,1114407,300672,149083,505262,DRX037274,PRJDB2675,DRS017428,SAMD00021255,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041641,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,9865340,9699345,293856,7415195,7405901,758,15752,243280,38637,391492,714671,301349,114109,464860,DRX037275,PRJDB2675,DRS017443,SAMD00021301,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041642,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,11746714,11574039,361256,9013326,9003905,764,19623,266976,29631,435378,753534,326846,163307,565418,DRX037276,PRJDB2675,DRS017458,SAMD00021347,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041643,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,9281427,9103769,332690,6160288,6153507,760,12968,259107,29685,387465,1290420,315220,148784,499832,DRX037277,PRJDB2675,DRS017431,SAMD00021258,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041644,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,11074471,10905018,324839,8265121,8253925,777,16408,295282,44932,361658,1001677,298092,111563,510285,DRX037278,PRJDB2675,DRS017446,SAMD00021304,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041645,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,12520027,12334408,350946,9687559,9678675,752,16130,268627,25534,389736,987481,287256,150050,522035,DRX037279,PRJDB2675,DRS017461,SAMD00021350,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041646,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,6702187,6071149,209919,4434613,4427404,674,6574,182869,12792,231134,687130,142163,64253,309621,DRX037280,PRJDB2675,DRS017435,SAMD00021262,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041647,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,6981283,6432925,201541,4960902,4951723,717,7752,194405,18969,239110,466661,171444,50689,322993,DRX037281,PRJDB2675,DRS017450,SAMD00021308,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041648,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,5942864,5525621,185649,4266264,4261723,622,5798,150874,10189,230710,406610,147570,55169,252437,DRX037282,PRJDB2675,DRS017465,SAMD00021354,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041649,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,4723139,4356565,163237,2929155,2925670,586,6005,135403,10530,212064,638592,135526,52002,237288,DRX037283,PRJDB2675,DRS017439,SAMD00021266,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041650,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_lymphatic,159,20,6476428,6048742,197018,4302864,4296547,660,7967,209454,16724,287227,652086,187795,54663,329962,DRX037284,PRJDB2675,DRS017454,SAMD00021312,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR8587090,SRP186158,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_microvascular,87,20,10794000,10488940,197046,2027517,2021278,604,2253,127318,6345,55462,261422,58893,55600,7894130,SRX5387635,PRJNA522973,SRS4376081,SAMN10962193,GEO,DOI: 10.7554/eLife.46007,31478836
SRR8587091,SRP186158,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_microvascular,87,20,14865283,14372829,333596,3076060,3063303,654,3031,189805,10171,96735,394593,92520,87618,10422296,SRX5387636,PRJNA522973,SRS4376082,SAMN10962192,GEO,DOI: 10.7554/eLife.46007,31478836
SRR8587092,SRP186158,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_microvascular,87,20,12863482,12592169,218414,2443802,2436557,622,2863,152484,7384,74014,336141,73545,65996,9435940,SRX5387637,PRJNA522973,SRS4376083,SAMN10962191,GEO,DOI: 10.7554/eLife.46007,31478836
SRR7472387,SRP152113,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_retinal_microvascular,59,20,11756753,9980500,739773,5557094,5534522,703,16061,821671,61097,344690,1342247,292866,111882,1432892,SRX4342028,PRJNA478816,SRS3502618,SAMN09603803,UNIVERSITY OF FREIBURG,-,-
SRR7472388,SRP152113,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_retinal_microvascular,59,20,12685600,10780183,918436,4890138,4869316,701,17893,1026341,60627,450601,1820068,360150,175849,1978516,SRX4342027,PRJNA478816,SRS3502618,SAMN09603803,UNIVERSITY OF FREIBURG,-,-
SRR7472389,SRP152113,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_retinal_microvascular,59,20,15427912,13095430,1500636,5474124,5454673,678,20284,867484,81475,698083,2279698,501918,181838,2990526,SRX4342026,PRJNA478816,SRS3502618,SAMN09603803,UNIVERSITY OF FREIBURG,-,-
SRR7472390,SRP152113,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_retinal_microvascular,59,20,13214462,11260117,955056,4840279,4822688,691,19957,985445,58984,656180,1886290,401324,142638,2269020,SRX4342025,PRJNA478816,SRS3502618,SAMN09603803,UNIVERSITY OF FREIBURG,-,-
SRR7472391,SRP152113,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_retinal_microvascular,59,20,15160664,12857832,952180,6458480,6432491,715,20168,1105164,74703,453731,2086970,371066,163173,2124377,SRX4342024,PRJNA478816,SRS3502618,SAMN09603803,UNIVERSITY OF FREIBURG,-,-
DRR041485,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_sinusoidal,159,20,2056532,1946791,106896,598069,595849,503,1672,114799,3754,77800,904442,68461,15594,162200,DRX037119,PRJDB2675,DRS008194,SAMD00004955,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041595,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_sinusoidal,159,20,899888,859910,63138,189781,188526,376,665,167234,2016,16925,391890,19453,4902,67044,DRX037229,PRJDB2675,DRS008193,SAMD00004997,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041464,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,1816105,1325769,106932,551371,546127,515,1568,74461,7299,59639,403653,64905,14071,148802,DRX037098,PRJDB2675,DRS008124,SAMD00004959,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041471,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,1351111,1032211,89593,428419,424346,490,1362,54097,7921,44467,316374,48476,11257,119838,DRX037105,PRJDB2675,DRS008125,SAMD00005667,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
