Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR10416440,SRP229070,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,34,4,4278157,4048676,299304,1521221,1511083,481,1186,210905,35359,384122,1302978,220084,24931,347890,SRX7114633,PRJNA588167,SRS5625489,SAMN13229349,GEO,DOI: 10.1038/s41467-019-13587-3,31836704
SRR10416441,SRP229070,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,34,4,7267584,7098617,386325,2801662,2789979,523,2291,404346,67917,1049741,1976859,288682,29804,477315,SRX7114634,PRJNA588167,SRS5625490,SAMN13229348,GEO,DOI: 10.1038/s41467-019-13587-3,31836704
SRR10416442,SRP229070,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,34,4,7375534,7202648,361619,3794148,3785239,529,2830,226804,95742,1464042,878194,338098,32101,370689,SRX7114635,PRJNA588167,SRS5625491,SAMN13229347,GEO,DOI: 10.1038/s41467-019-13587-3,31836704
SRR10953234,SRP243960,Illumina HiSeq 2500,miRNA-Seq,RANDOM PCR,Immune,No,CD4_lymphocyte,60,4,55903203,53593462,3905267,5491068,5474537,657,32199,1529402,168135,7472395,24622959,5645431,919353,7712520,SRX7619763,PRJNA602725,SRS6052116,SAMN13905675,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR10953235,SRP243960,Illumina HiSeq 2500,miRNA-Seq,RANDOM PCR,Immune,No,CD4_lymphocyte,60,4,60065361,58432087,3956613,6561591,6544682,661,34196,1645062,195548,8404652,25682030,6746580,893236,8269192,SRX7619762,PRJNA602725,SRS6052114,SAMN13905674,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR10953236,SRP243960,Illumina HiSeq 2500,miRNA-Seq,RANDOM PCR,Immune,No,CD4_lymphocyte,60,4,56721585,55389322,3421925,6335588,6321899,630,32363,1358479,96925,11173430,20958430,7681647,875983,6876477,SRX7619761,PRJNA602725,SRS6056839,SAMN13905673,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR10953237,SRP243960,Illumina HiSeq 2500,miRNA-Seq,RANDOM PCR,Immune,No,CD4_lymphocyte,60,4,53919231,52221108,3066052,5930232,5917191,655,31394,1425569,92091,9595828,21444784,6381663,820482,6499065,SRX7619760,PRJNA602725,SRS6052117,SAMN13905672,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR10953238,SRP243960,Illumina HiSeq 2500,miRNA-Seq,RANDOM PCR,Immune,No,CD4_lymphocyte,60,4,59108637,57796538,3909658,5260962,5246760,632,42125,1604318,114182,12487128,23775174,5960013,1028718,7523918,SRX7619759,PRJNA602725,SRS6052115,SAMN13905671,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR10953239,SRP243960,Illumina HiSeq 2500,miRNA-Seq,RANDOM PCR,Immune,No,CD4_lymphocyte,60,4,61704152,59554195,4254451,8780723,8758495,672,44416,1584650,173467,12473816,21782969,6126244,952151,7635759,SRX7619758,PRJNA602725,SRS6052113,SAMN13905670,FREDERICK NATIONAL LABORATORY FOR CANCER RESEARCH,-,-
SRR12076646,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,4984850,4914955,267932,2913648,2905112,485,1452,172955,3907,292686,859151,268460,26847,375849,SRX8604028,PRJNA641417,SRS6894181,SAMN15352493,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076648,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5349225,5262582,264139,3227077,3218943,506,1753,165593,3630,327555,833989,304572,28510,369903,SRX8604030,PRJNA641417,SRS6894183,SAMN15352491,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076649,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5735076,5629074,292777,3440548,3423359,618,23845,330360,7836,244355,592722,391156,45492,552760,SRX8604031,PRJNA641417,SRS6894184,SAMN15352490,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076650,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5062352,4965983,277454,2533270,2522362,474,1782,211323,3425,359225,1127932,232602,34345,462079,SRX8604032,PRJNA641417,SRS6894185,SAMN15352489,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076651,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,6341400,6158866,328862,3630577,3606757,681,18605,401268,10458,190810,782975,300992,77390,745791,SRX8604033,PRJNA641417,SRS6894186,SAMN15352488,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076652,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,6094071,5834873,312888,3791341,3776650,548,1634,278896,7007,343773,637422,286070,37214,451516,SRX8604034,PRJNA641417,SRS6894187,SAMN15352487,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076653,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5725766,5557649,308086,3507703,3483192,656,18036,347760,9732,198203,516967,298451,66552,594245,SRX8604035,PRJNA641417,SRS6894188,SAMN15352508,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076654,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5641161,5475233,323926,3220765,3209605,519,1519,216793,5868,293176,931078,341237,35717,429080,SRX8604036,PRJNA641417,SRS6894189,SAMN15352507,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076655,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5926904,5709799,325362,3008877,2993082,638,14596,285339,6839,213536,1113951,367233,56161,643267,SRX8604037,PRJNA641417,SRS6894190,SAMN15352506,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076656,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,6392235,6287203,318718,3689448,3680487,523,1606,201948,5546,353502,1143910,412364,39761,439118,SRX8604038,PRJNA641417,SRS6894191,SAMN15352505,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076657,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5421739,5331493,302441,2918140,2907894,606,16608,215884,5080,213578,1004432,399112,47500,511159,SRX8604039,PRJNA641417,SRS6894192,SAMN15352504,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076659,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5904019,5854248,361342,2158809,2148355,536,18154,421473,6912,248429,1387039,311602,84299,1217531,SRX8604041,PRJNA641417,SRS6894194,SAMN15352501,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076660,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,6084619,5997078,383474,2741886,2733408,468,1894,155921,1607,370264,1741246,329114,48473,606673,SRX8604042,PRJNA641417,SRS6894195,SAMN15352499,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR12076661,SRP268503,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,120,4,5343787,5246969,339218,2206723,2194564,563,14232,341928,6256,206051,1138594,272228,51158,1009799,SRX8604043,PRJNA641417,SRS6894196,SAMN15352498,GEO,DOI: 10.1089/AID.2020.0150,33045840
SRR1784146,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,10786924,10348510,224562,5851872,5804169,581,2983,201438,564,783282,361255,243959,226134,2677023,SRX863126,PRJNA274258,SRS834085,SAMN03324176,GEO,DOI: 10.1038/srep38411,27917918
SRR1784147,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,12474755,11895895,467446,8354169,8318910,738,5794,161860,3483,733694,272991,358800,156756,1848348,SRX863127,PRJNA274258,SRS834076,SAMN03324195,GEO,DOI: 10.1038/srep38411,27917918
SRR1784148,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,10533861,10348632,222199,3935684,3923004,589,5757,87783,348,162619,4537457,320861,85204,1212919,SRX863128,PRJNA274258,SRS834077,SAMN03324189,GEO,DOI: 10.1038/srep38411,27917918
SRR1784149,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,11206966,10254006,219953,6703883,6662919,536,1548,137101,496,361416,268293,151144,124657,2505468,SRX863129,PRJNA274258,SRS834090,SAMN03324172,GEO,DOI: 10.1038/srep38411,27917918
SRR1784150,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,10130538,8582284,224525,5681872,5661337,609,1537,79108,353,445663,140891,102075,69099,2061686,SRX863130,PRJNA274258,SRS834080,SAMN03324197,GEO,DOI: 10.1038/srep38411,27917918
SRR1784151,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,13078901,9072325,202498,7287400,7253296,629,721,92988,765,132809,167161,128301,128178,1134002,SRX863131,PRJNA274258,SRS834078,SAMN03324184,GEO,DOI: 10.1038/srep38411,27917918
SRR1784152,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,11967505,10605419,241279,8244233,8214914,609,2516,128887,536,429027,279678,163225,171779,1185538,SRX863132,PRJNA274258,SRS834079,SAMN03324194,GEO,DOI: 10.1038/srep38411,27917918
SRR1784153,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,11907060,10750470,260852,7666476,7642101,600,2598,115625,627,582677,255292,149984,131124,1846067,SRX863133,PRJNA274258,SRS834082,SAMN03324173,GEO,DOI: 10.1038/srep38411,27917918
SRR1784154,SRP053046,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,100,4,11532353,11070212,188364,6742991,6718292,559,2265,113316,189,756469,367552,261290,131157,2694983,SRX863134,PRJNA274258,SRS834081,SAMN03324183,GEO,DOI: 10.1038/srep38411,27917918
SRR5755813,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3173870,2788390,175149,1558992,1555774,417,766,134135,219,534162,204691,175564,27994,151867,SRX2955993,PRJNA391912,SRS2313196,SAMN07277887,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755819,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,2547014,2196066,69166,710083,708840,330,396,55776,66,245372,88659,86167,5914,1003633,SRX2955999,PRJNA391912,SRS2313202,SAMN07277885,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755826,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,877108,783759,28400,108446,107928,217,26,9584,11,20017,30771,43558,1943,569403,SRX2956006,PRJNA391912,SRS2313209,SAMN07277878,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755833,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3391642,2945854,163078,1497256,1492802,420,1538,369041,267,517706,170932,164419,21172,203523,SRX2956013,PRJNA391912,SRS2313216,SAMN07277871,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755840,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,1637880,1607060,86586,201453,198553,224,202,33734,48,142832,55801,59299,16860,1096831,SRX2956020,PRJNA391912,SRS2313223,SAMN07277726,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755847,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,1025330,1004586,66259,156666,154459,208,230,31428,39,99737,29636,39356,11866,635628,SRX2956027,PRJNA391912,SRS2313230,SAMN07277850,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755854,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,1877118,1820930,134375,358163,353083,274,657,181285,50,214733,64945,95324,23296,882477,SRX2956034,PRJNA391912,SRS2313237,SAMN07277853,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755861,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3671591,3526200,182080,920125,918087,348,1357,293360,133,730673,205664,313495,52218,1009175,SRX2956041,PRJNA391912,SRS2313244,SAMN07277694,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755868,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,2001067,1689422,76104,235610,234598,253,359,77490,52,129641,79486,76965,8815,1081004,SRX2956048,PRJNA391912,SRS2313251,SAMN07277687,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755875,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3005507,2872911,116382,741945,740212,359,996,618565,65,298411,117563,119986,16098,959282,SRX2956055,PRJNA391912,SRS2313257,SAMN07277680,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755882,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,2348989,2264738,81464,391089,389411,294,1430,359483,26,130088,69543,54222,7646,1251211,SRX2956062,PRJNA391912,SRS2313265,SAMN07277725,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755889,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,4492765,4280341,238073,760850,757131,340,1889,663702,76,330113,153437,144925,39042,2186307,SRX2956069,PRJNA391912,SRS2313272,SAMN07277718,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755896,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,7417867,6626802,280472,2284622,2276833,461,2395,1808892,276,450871,160535,183848,32850,1702513,SRX2956076,PRJNA391912,SRS2313279,SAMN07277711,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755903,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,13922156,12625332,729318,3795382,3773230,514,5257,4133185,491,869437,428269,423460,125312,2844539,SRX2956083,PRJNA391912,SRS2313286,SAMN07277863,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755910,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,23823099,22511620,549713,3795619,3778115,550,4666,12342629,488,893204,406267,401836,76530,4590381,SRX2956090,PRJNA391912,SRS2313293,SAMN07277855,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755924,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,6843191,6708943,209210,2759855,2754373,446,1554,155663,504,1107630,356348,264658,30053,2032678,SRX2956104,PRJNA391912,SRS2313307,SAMN07277515,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755931,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,6731714,6088227,350847,1381369,1374896,399,3982,990066,292,547780,244184,216657,49299,2654598,SRX2956111,PRJNA391912,SRS2313314,SAMN07277508,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755938,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,4076521,3987274,203377,1379631,1376030,384,2955,603904,260,501472,157339,156181,32589,1152943,SRX2956118,PRJNA391912,SRS2313321,SAMN07277501,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755945,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,2005605,1921811,71846,295315,294606,249,476,29945,85,165801,52184,62417,6420,1309168,SRX2956125,PRJNA391912,SRS2313329,SAMN07277524,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755952,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,2405857,2171779,174030,978921,975078,370,1916,472752,270,296123,106295,116430,27758,171314,SRX2956132,PRJNA391912,SRS2313335,SAMN07277517,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755959,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,4270650,3931143,204279,2154105,2149816,447,1706,502160,346,638842,176127,207744,29386,220727,SRX2956139,PRJNA391912,SRS2313342,SAMN07277626,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755966,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,5409650,5005820,263132,1473580,1469967,405,4854,772978,244,718970,229301,273935,39036,1492922,SRX2956146,PRJNA391912,SRS2313349,SAMN07277619,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755973,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3032437,2728383,160136,1216422,1212672,410,2017,655066,222,358517,108463,126677,21736,239263,SRX2956153,PRJNA391912,SRS2313356,SAMN07277642,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755980,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,8311020,6555441,239401,2993238,2987331,512,1460,384760,628,687524,310565,278334,38509,1860423,SRX2956160,PRJNA391912,SRS2313363,SAMN07277635,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755987,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,6103620,5270069,220354,1706398,1700644,468,2711,1241123,277,338656,179360,147244,33340,1620960,SRX2956167,PRJNA391912,SRS2313371,SAMN07277785,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755994,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,4120660,3621316,250483,2127935,2122239,619,1349,492059,511,407200,165146,157830,60731,208555,SRX2956174,PRJNA391912,SRS2313377,SAMN07277777,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756001,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,6104176,5746869,193717,2715200,2711409,543,2206,476127,623,800094,222145,234334,36166,1259974,SRX2956181,PRJNA391912,SRS2313384,SAMN07277769,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756014,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,4911065,4472572,107128,1152039,1149835,429,550,1038028,69,245408,151458,117418,12780,1754822,SRX2956194,PRJNA391912,SRS2313397,SAMN07277834,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756021,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,9828610,8309639,281897,3145879,3138305,520,3204,1797013,396,711700,230091,269257,44139,2107960,SRX2956201,PRJNA391912,SRS2313404,SAMN07277827,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756027,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,8059447,7025498,205277,2195376,2190264,502,2173,1646488,234,516594,219290,217904,29736,2197703,SRX2956207,PRJNA391912,SRS2313409,SAMN07277821,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756033,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3692761,3062953,162868,1796157,1792631,433,770,218997,382,549806,148321,164608,24181,159731,SRX2956213,PRJNA391912,SRS2313416,SAMN07277767,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756040,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,6949622,6139711,252012,2357479,2351469,482,2632,498615,551,568114,232778,232946,35684,2210912,SRX2956220,PRJNA391912,SRS2313423,SAMN07277424,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756047,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,5520201,4982240,239417,2696445,2691414,472,1276,679115,421,820138,211145,261747,40648,271305,SRX2956227,PRJNA391912,SRS2313430,SAMN07277416,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756054,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3474596,3193631,192362,1574141,1570249,419,1089,490425,266,581712,152468,166799,26771,199960,SRX2956234,PRJNA391912,SRS2313437,SAMN07277408,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756061,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,4766096,4166790,244313,1808775,1803895,452,2326,1028317,289,545007,212764,219745,33271,316296,SRX2956241,PRJNA391912,SRS2313444,SAMN07277400,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756075,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3418212,3033191,161927,1654090,1650696,418,907,308958,198,565635,159419,160347,23496,160141,SRX2956255,PRJNA391912,SRS2313458,SAMN07277808,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756082,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,7290166,6510172,221402,3150249,3144714,506,1222,304441,448,787178,387464,246127,46070,1586973,SRX2956262,PRJNA391912,SRS2313465,SAMN07277801,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756089,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,3560803,3128495,146734,1883691,1880338,439,682,202177,254,550808,173359,161200,22103,134221,SRX2956269,PRJNA391912,SRS2313472,SAMN07277794,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756096,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,11353734,9344560,299442,3311680,3303560,548,5012,2207498,511,777748,386721,278561,56644,2320185,SRX2956276,PRJNA391912,SRS2313479,SAMN07277791,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756103,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,158,4,2751747,2600191,106644,1640397,1638162,417,447,76055,273,513885,137284,128151,16243,87456,SRX2956283,PRJNA391912,SRS2313486,SAMN07277756,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR765013,SRP018853,Illumina HiSeq 2000,RNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,29,4,13486058,13155411,36459,58884,56628,112,17,3471,67,594,1348,1743,190,13089097,SRX245609,PRJNA190702,SRS398167,SAMN01924895,GEO,DOI: 10.1016/j.jaut.2015.12.006,26786119
SRR765029,SRP018853,Illumina HiSeq 2000,RNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,29,4,12755091,12132646,53569,92608,89346,114,23,2234,27,1868,2431,2951,312,12030192,SRX245625,PRJNA190702,SRS398183,SAMN01924911,GEO,DOI: 10.1016/j.jaut.2015.12.006,26786119
SRR765041,SRP018853,Illumina HiSeq 2000,RNA-Seq,size fractionation,Immune,No,CD4_lymphocyte,29,4,12323349,10727841,76099,326666,317961,184,63,9270,139,2449,4733,9687,970,10373864,SRX245637,PRJNA190702,SRS398195,SAMN01924923,GEO,DOI: 10.1016/j.jaut.2015.12.006,26786119
SRR5755818,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,4749515,2892984,170981,1288371,1284122,407,860,145776,132,109007,263690,86270,21392,977486,SRX2955998,PRJNA391912,SRS2313201,SAMN07277886,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755824,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,3162265,1521018,51668,491731,490315,314,348,34942,45,41749,71200,24872,3318,852813,SRX2956004,PRJNA391912,SRS2313207,SAMN07277880,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755831,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,3138913,2756806,110531,1077029,1074795,410,699,124941,38,59615,244935,198290,16674,1034585,SRX2956011,PRJNA391912,SRS2313214,SAMN07277873,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755838,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,6893642,5101879,234575,1806713,1798425,514,3342,1226044,182,170399,241327,139252,29893,1484727,SRX2956018,PRJNA391912,SRS2313221,SAMN07277866,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755859,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,1164128,963040,55380,134852,132616,212,140,20656,14,25869,17782,13107,3600,747020,SRX2956039,PRJNA391912,SRS2313242,SAMN07277696,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755866,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,3692970,3392211,178984,1287051,1284376,398,2462,410744,193,393429,188464,207804,40939,861125,SRX2956046,PRJNA391912,SRS2313250,SAMN07277689,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755873,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,1927537,1384076,71693,190174,189146,254,349,64989,38,50986,58178,46975,7124,965263,SRX2956053,PRJNA391912,SRS2313256,SAMN07277682,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755880,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,7981707,7288768,265879,2339956,2333653,462,3933,2582326,198,219592,224663,170972,33096,1714032,SRX2956060,PRJNA391912,SRS2313263,SAMN07277675,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755887,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Immune,No,CD56_cell,158,13,2155560,2037588,69789,515687,513913,295,1001,349782,33,40244,50452,31299,5474,1043616,SRX2956067,PRJNA391912,SRS2313270,SAMN07277720,GEO,DOI: 10.1093/nar/gkx706,28934507
