Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Input Reads after miREC error correction,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR7288282,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2802241,962476,398821,103816,77988,162,11,2632,0,100,72419,51699,1215,730584,SRX4191570,PRJNA475497,SRS3402778,SAMN09390452,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288283,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2751823,941177,387596,102537,77407,157,6,2573,0,61,70510,50318,1162,714010,SRX4191570,PRJNA475497,SRS3402778,SAMN09390452,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288288,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3602681,1285669,480309,111879,74035,185,34,3650,4,106,98076,144314,1603,926003,SRX4191572,PRJNA475497,SRS3402783,SAMN09390450,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288289,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3542320,1258937,468600,110532,73400,183,39,3601,1,106,95924,141604,1668,905462,SRX4191572,PRJNA475497,SRS3402783,SAMN09390450,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288290,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3692276,1321879,489414,114557,75953,184,41,3699,2,115,101149,149183,1676,951457,SRX4191572,PRJNA475497,SRS3402783,SAMN09390450,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288291,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3682548,1311114,480112,115377,76571,189,28,3752,3,113,101049,148252,1676,940864,SRX4191572,PRJNA475497,SRS3402783,SAMN09390450,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288360,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,9132926,3162452,779654,263964,136657,191,14,9460,4,332,324822,253775,6595,2303486,SRX4191590,PRJNA475497,SRS3402798,SAMN09390432,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288361,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,8926277,3081789,764023,258357,134733,196,21,9219,2,292,315295,247585,6396,2244622,SRX4191590,PRJNA475497,SRS3402798,SAMN09390432,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288362,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,9225603,3198162,788889,266346,138139,204,18,9494,2,357,328669,256487,6730,2330059,SRX4191590,PRJNA475497,SRS3402798,SAMN09390432,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288363,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,9015786,3112726,770300,261090,135799,198,20,9272,3,329,319998,249587,6521,2265906,SRX4191590,PRJNA475497,SRS3402798,SAMN09390432,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288380,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3293893,1501994,481929,399078,364022,216,44,3293,3,137,86757,107646,1602,903434,SRX4191595,PRJNA475497,SRS3402842,SAMN09390427,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288381,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3241726,1475083,471117,395691,361618,209,30,3190,2,120,85011,106354,1569,883116,SRX4191595,PRJNA475497,SRS3402842,SAMN09390427,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288382,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3378454,1539357,489727,408416,372683,222,43,3443,4,149,88796,110671,1635,926200,SRX4191595,PRJNA475497,SRS3402842,SAMN09390427,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288383,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3386134,1539857,485134,411842,375998,227,47,3366,4,116,89427,110550,1712,922793,SRX4191595,PRJNA475497,SRS3402842,SAMN09390427,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288396,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2670148,1278125,555257,129241,95725,193,15,3334,1,78,78040,74073,1382,991961,SRX4191599,PRJNA475497,SRS3402806,SAMN09390484,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288397,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2603627,1241692,540610,127056,94256,192,18,3239,0,70,75615,72105,1376,962213,SRX4191599,PRJNA475497,SRS3402806,SAMN09390484,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288398,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2695068,1289755,560546,130640,96924,189,11,3227,2,85,78104,75321,1392,1000973,SRX4191599,PRJNA475497,SRS3402806,SAMN09390484,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288399,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2630804,1257382,545585,128142,94852,174,11,3302,1,98,76676,73386,1372,974394,SRX4191599,PRJNA475497,SRS3402806,SAMN09390484,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288408,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2697194,1194387,401283,119152,83246,174,22,3421,0,75,64794,77142,2935,926846,SRX4191602,PRJNA475497,SRS3402810,SAMN09390481,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288409,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2634450,1164199,391597,117745,82338,188,27,3328,0,66,63175,74231,2841,902786,SRX4191602,PRJNA475497,SRS3402810,SAMN09390481,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288410,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2720053,1206423,405159,120495,84211,185,24,3476,0,84,66216,77713,2867,935548,SRX4191602,PRJNA475497,SRS3402810,SAMN09390481,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288411,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2667901,1179916,396055,119506,83909,189,28,3366,0,84,64189,75563,2966,914214,SRX4191602,PRJNA475497,SRS3402810,SAMN09390481,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288432,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,5070523,1872053,552015,161373,101352,173,34,5715,2,151,192192,179246,2897,1330443,SRX4191608,PRJNA475497,SRS3402815,SAMN09390475,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288433,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,4946025,1822731,537915,157662,98377,173,42,5678,2,169,187315,176263,2908,1292692,SRX4191608,PRJNA475497,SRS3402815,SAMN09390475,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288434,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,5183906,1919021,563347,164843,102888,175,44,5948,1,145,196808,184419,3057,1363756,SRX4191608,PRJNA475497,SRS3402815,SAMN09390475,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288435,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,5114414,1894282,552047,163301,101617,180,34,5741,3,164,194631,183959,3012,1343437,SRX4191608,PRJNA475497,SRS3402815,SAMN09390475,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288460,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2913102,931416,379397,124077,95759,215,35,4516,1,77,70406,51079,1429,679796,SRX4191615,PRJNA475497,SRS3402822,SAMN09390463,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288461,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2763867,879730,360461,117687,90792,207,27,4226,0,66,66617,48287,1503,641317,SRX4191615,PRJNA475497,SRS3402822,SAMN09390463,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288462,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2938421,944958,384345,125891,97232,224,27,4573,1,70,72010,51245,1528,689613,SRX4191615,PRJNA475497,SRS3402822,SAMN09390463,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288463,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,2796057,894197,364768,119612,92428,209,37,4315,0,90,67332,49220,1519,652072,SRX4191615,PRJNA475497,SRS3402822,SAMN09390463,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288536,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3100305,1212634,474059,110531,77439,169,33,12437,4,94,93905,105892,1643,888095,SRX4191634,PRJNA475497,SRS3402840,SAMN09390489,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288537,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3046081,1185556,463356,107852,75416,160,40,11990,7,100,91803,103961,1574,868229,SRX4191634,PRJNA475497,SRS3402840,SAMN09390489,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288538,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3176205,1244776,481963,113024,79352,174,38,12876,7,102,96685,109603,1598,910843,SRX4191634,PRJNA475497,SRS3402840,SAMN09390489,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7288539,SRP150202,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,152,46,3176380,1242051,477913,112977,79369,171,40,12638,5,106,96209,109069,1658,909349,SRX4191634,PRJNA475497,SRS3402840,SAMN09390489,GEO,DOI: 10.1210/en.2018-00836,30358826
SRR7360482,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,6123032,5495417,375460,2037270,1974058,687,11088,38594,66,8056,103271,376955,15888,2904229,SRX4233537,PRJNA474043,SRS3432096,SAMN09354776,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360485,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,3485698,3164280,243848,706585,668203,487,991,22287,30,1592,81883,320634,9068,2021210,SRX4233534,PRJNA474043,SRS3432093,SAMN09354777,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360496,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,8284865,7017826,1765323,344357,191439,311,410,33035,16,6659,899345,336811,37075,5360118,SRX4233523,PRJNA474043,SRS3432082,SAMN09354794,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360501,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,2930348,2197423,560488,91670,60843,300,302,17027,7,6823,971015,157247,20007,933325,SRX4233518,PRJNA474043,SRS3432077,SAMN09354789,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360502,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,4780118,3470784,732302,147142,98051,338,765,22729,7,16312,1375068,315240,37922,1555599,SRX4233517,PRJNA474043,SRS3432076,SAMN09354788,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360505,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,891170,822674,90087,512887,506867,375,245,2361,19,191,10163,56103,927,239778,SRX4233514,PRJNA474043,SRS3432073,SAMN09354785,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360519,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,5861526,4472361,522850,87325,61711,290,624,496199,3,11853,2755633,322862,30435,767427,SRX4233500,PRJNA474043,SRS3432056,SAMN09354811,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360520,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,1379973,1374475,117310,806351,798436,444,117,148694,8,1206,88024,127955,1961,200159,SRX4233499,PRJNA474043,SRS3432057,SAMN09354806,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360525,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,8619192,6621281,1069179,201572,105496,278,737,691640,2,12405,2818134,435772,32279,2428740,SRX4233494,PRJNA474043,SRS3432051,SAMN09354813,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360540,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,3623884,3289510,1145300,195939,149860,277,105,11502,6,3513,503025,167401,16250,2391769,SRX4233479,PRJNA474043,SRS3432036,SAMN09354797,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360541,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,5806219,5053708,1039147,197985,138866,331,387,125533,94,7473,2204877,407061,144821,1965477,SRX4233478,PRJNA474043,SRS3432035,SAMN09354798,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360543,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,6592052,5480844,974798,372808,325431,404,634,56607,44,19695,2568334,447492,103915,1911315,SRX4233476,PRJNA474043,SRS3432033,SAMN09354796,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360558,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,18500196,18478465,1160947,65244,62071,257,1721,4997312,3,66820,10169543,1645322,198899,1333601,SRX4233461,PRJNA474043,SRS3432020,SAMN09354819,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7360563,SRP150810,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Plasma,No,Plasma,122,46,5924987,4994689,714211,125226,85593,311,723,620609,7,13957,2644464,464688,37047,1087968,SRX4233456,PRJNA474043,SRS3432015,SAMN09354816,HHMI/THE ROCKEFELLER UNIVERSITY,-,-
SRR7644105,SRP156342,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,42,46,1686397,1123542,377005,315527,287720,162,24,4951,0,371,47167,49315,1213,704974,SRX4507405,PRJNA484513,SRS3627590,SAMN09765643,GEO,DOI: 10.1186/s12864-019-5826-7,31159762
SRR7644106,SRP156342,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,42,46,1586704,1059841,356283,300400,273837,171,26,4661,1,358,43805,46373,1076,663141,SRX4507405,PRJNA484513,SRS3627590,SAMN09765643,GEO,DOI: 10.1186/s12864-019-5826-7,31159762
SRR7644107,SRP156342,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,42,46,1679043,1120497,377867,313772,285834,164,15,4993,2,340,46814,49482,1230,703849,SRX4507405,PRJNA484513,SRS3627590,SAMN09765643,GEO,DOI: 10.1186/s12864-019-5826-7,31159762
SRR7644108,SRP156342,NextSeq 500,miRNA-Seq,size fractionation,Plasma,No,Plasma,42,46,1590983,1060543,360692,296057,269556,155,20,4655,0,302,44457,46575,1145,667332,SRX4507405,PRJNA484513,SRS3627590,SAMN09765643,GEO,DOI: 10.1186/s12864-019-5826-7,31159762
SRR8944248,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,6147493,4416572,69038,4029072,4026186,207,249,19334,4,528,7317,136200,2745,221123,SRX5724454,PRJNA534220,SRS4662537,SAMN11482505,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944249,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,3969051,1835502,29315,1640281,1638034,100,53,6652,2,20,2313,41423,599,144159,SRX5724455,PRJNA534220,SRS4662538,SAMN11482504,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944250,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,3815194,2912735,23723,2466602,2465021,196,285,27553,2,115,4290,315452,1255,97181,SRX5724456,PRJNA534220,SRS4662539,SAMN11482503,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944251,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,4258891,3083864,27795,2763501,2760196,183,299,16268,2,145,5699,161780,1092,135078,SRX5724457,PRJNA534220,SRS4662540,SAMN11482502,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944252,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,5771865,4949169,31803,4041144,4039022,267,1217,42534,7,166,9119,738616,2779,113587,SRX5724458,PRJNA534220,SRS4662541,SAMN11482501,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944253,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,4859564,3435139,26004,2920724,2916946,190,461,27400,0,301,11069,300741,1110,173333,SRX5724459,PRJNA534220,SRS4662542,SAMN11482500,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944254,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,9833152,8009639,38206,6935035,6930479,236,758,63716,13,221,15375,767143,2871,224507,SRX5724460,PRJNA534220,SRS4662543,SAMN11482499,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944255,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,39134395,38248417,74397,37894085,37891872,220,322,20526,8,94,36344,66518,1325,229195,SRX5724461,PRJNA534220,SRS4662544,SAMN11482498,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944256,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,3782483,2540299,22486,2067203,2064935,188,303,31010,3,158,5020,312894,832,122876,SRX5724462,PRJNA534220,SRS4662545,SAMN11482497,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944257,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,2545165,1558542,23884,1225402,1223512,138,203,22281,0,241,4551,209784,649,95431,SRX5724463,PRJNA534220,SRS4662546,SAMN11482496,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944258,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,2711960,1970973,18667,1693750,1691242,172,125,13705,12,1031,5324,152462,660,103904,SRX5724464,PRJNA534220,SRS4662547,SAMN11482495,GEO,DOI: 10.1172/jci.insight.128577,31217347
SRR8944259,SRP193436,Illumina HiSeq 4000,miRNA-Seq,size fractionation,Plasma,No,Plasma,116,46,5863247,4837312,28403,4131432,4128414,236,1400,27633,2,150,8652,548899,2822,116322,SRX5724465,PRJNA534220,SRS4662548,SAMN11482494,GEO,DOI: 10.1172/jci.insight.128577,31217347
DRR041355,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1478056,1156543,86199,356732,355142,371,1219,7116,1105,228918,366522,60120,8134,126677,DRX036989,PRJDB2675,DRS007934,SAMD00005354,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041447,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1807275,1620287,69718,1172002,1169635,439,809,75857,2635,58086,201236,29295,8614,71753,DRX037081,PRJDB2675,DRS008301,SAMD00004851,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041467,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2822419,2386151,102587,1185361,1181094,542,3483,150510,12882,64528,740208,65105,16221,147853,DRX037101,PRJDB2675,DRS008305,SAMD00005889,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041473,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2659537,2330194,90157,1665472,1662934,476,1419,133278,5845,91272,276919,47199,9267,99523,DRX037107,PRJDB2675,DRS008300,SAMD00005471,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041487,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1577400,1471200,87722,903824,898341,526,3646,130854,6188,47829,200200,40201,14345,124113,DRX037121,PRJDB2675,DRS008308,SAMD00005228,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041493,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2567091,2448607,95480,1781659,1779503,502,1349,108367,4248,83204,296559,45310,12651,115260,DRX037127,PRJDB2675,DRS008302,SAMD00005229,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041511,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1702268,1445513,115626,786551,779979,525,3402,179653,7487,39782,225444,42230,19937,141027,DRX037145,PRJDB2675,DRS008306,SAMD00004847,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041517,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2196446,1967621,67891,1546300,1544320,461,830,49840,4457,76926,184866,35441,6295,62666,DRX037151,PRJDB2675,DRS008303,SAMD00005026,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041527,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1643496,1397313,143418,677335,673280,485,2065,206880,3989,38417,202163,35868,110699,119897,DRX037161,PRJDB2675,DRS008309,SAMD00005360,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041536,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2681089,2511383,79976,1552025,1550414,475,1152,605737,6896,42763,165071,35711,5696,96332,DRX037170,PRJDB2675,DRS008304,SAMD00005735,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041554,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2096707,1898122,71288,1065863,1062745,470,3382,578714,5408,18290,119822,22660,7284,76699,DRX037188,PRJDB2675,DRS008307,SAMD00005562,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041575,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2719091,2492791,105143,1149803,1144971,517,4553,912475,10669,33126,168309,37424,13941,162491,DRX037209,PRJDB2675,DRS008310,SAMD00004752,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR1044598,SRP033566,Illumina Genome Analyzer IIx,RNA-Seq,size fractionation,RBC,No,Red_blood_cell,1,49,1290214,1262255,16514,1235543,1125449,146,7128,656,19,70,1284,7384,35,10136,SRX388389,PRJNA230811,SRS512276,SAMN02437714,GEO,DOI: 10.1073/pnas.1401724111,25012294
SRR5755825,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3204336,1563144,22192,973090,972505,255,529,3312,1,257,3720,30023,419,551793,SRX2956005,PRJNA391912,SRS2313208,SAMN07277879,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755860,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,10300082,10159150,644230,161921,105151,147,105,1008,1,1026,4667,35307,1191,9953924,SRX2956040,PRJNA391912,SRS2313243,SAMN07277695,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755895,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3554511,2644478,23836,79800,78435,127,85,1174,2,132,806,5583,51,2556845,SRX2956075,PRJNA391912,SRS2313278,SAMN07277712,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755902,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3646607,2899171,23504,173707,172730,173,251,1556,0,135,2443,10025,83,2710971,SRX2956082,PRJNA391912,SRS2313285,SAMN07277864,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755909,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3351764,2755627,21637,214714,213770,174,103,876,0,173,1848,10068,76,2527769,SRX2956089,PRJNA391912,SRS2313292,SAMN07277856,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755916,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1933432,1543721,16680,189166,187678,172,280,654,0,571,2050,14087,234,1336679,SRX2956096,PRJNA391912,SRS2313299,SAMN07277390,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755923,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1731866,1713796,11344,103714,102561,132,89,282,1,602,1215,6611,205,1601077,SRX2956103,PRJNA391912,SRS2313306,SAMN07277516,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755930,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3470944,3421165,25474,328796,325951,193,250,1049,0,1174,5926,27379,395,3056196,SRX2956110,PRJNA391912,SRS2313313,SAMN07277509,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755937,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2600893,2408905,16326,130428,129257,142,116,946,1,970,1810,8231,322,2266081,SRX2956117,PRJNA391912,SRS2313320,SAMN07277502,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755944,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1490589,1201116,11198,131781,131518,147,123,511,0,148,1923,7723,65,1058842,SRX2956124,PRJNA391912,SRS2313327,SAMN07277525,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755951,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1721543,1468154,12731,129694,129379,140,65,408,0,132,3093,10536,53,1324173,SRX2956131,PRJNA391912,SRS2313334,SAMN07277518,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755958,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3128728,2338014,16934,130356,129595,138,67,1030,0,209,4933,13393,94,2187932,SRX2956138,PRJNA391912,SRS2313341,SAMN07277627,GEO,DOI: 10.1093/nar/gkx706,28934507
