Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR1774098,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,16279771,14740251,301801,11193933,11120475,915,52987,380906,38166,731724,334878,286062,82960,1638635,SRX853927,PRJNA273736,SRS827782,SAMN03295396,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774099,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,15271258,14507811,301256,11909050,11863005,880,80483,401941,21529,509930,313562,250450,79591,941275,SRX853928,PRJNA273736,SRS827781,SAMN03295397,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774100,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,16664809,15770515,395009,11908253,11877288,933,95150,430481,15820,680055,1001169,310160,121360,1208067,SRX853929,PRJNA273736,SRS827783,SAMN03295398,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774101,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,16707400,15682785,266682,12068583,12039531,887,82091,935425,21648,661817,401212,313365,68778,1129866,SRX853930,PRJNA273736,SRS827784,SAMN03295399,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR5116489,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1058963,452248,41437,323260,322614,335,1458,27335,392,8959,26541,9001,1423,53879,SRX2431857,PRJNA357712,SRS1867718,SAMN06159659,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116490,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1280760,647222,63669,312274,311400,391,2620,127917,1466,21605,64805,28938,5607,81990,SRX2431858,PRJNA357712,SRS1867719,SAMN06159658,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116491,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1100745,795073,59774,457910,456985,387,3560,163213,1157,21807,43547,24563,2845,76471,SRX2431859,PRJNA357712,SRS1867720,SAMN06159657,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116492,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,2898717,1936500,122182,1240881,1236560,574,12824,155061,3711,49857,196259,73358,12809,191740,SRX2431860,PRJNA357712,SRS1867721,SAMN06159656,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116493,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1396437,851863,64359,574427,572763,435,3453,73901,1356,23689,60866,27329,3420,83422,SRX2431861,PRJNA357712,SRS1867722,SAMN06159655,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116494,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1294916,855726,66281,563875,561813,458,5131,54211,1419,20424,81161,32217,4672,92616,SRX2431862,PRJNA357712,SRS1867723,SAMN06159654,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116495,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1994195,1528413,97070,944654,941841,503,9058,127285,3924,37757,201855,55012,7033,141835,SRX2431863,PRJNA357712,SRS1867724,SAMN06159653,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116496,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1518896,986381,65396,694125,689746,499,7217,44262,1814,20104,95993,28447,4473,89946,SRX2431864,PRJNA357712,SRS1867725,SAMN06159652,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5817778,SRP111546,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,25,28,12058765,11058656,176751,6160480,6102463,584,527,292848,38008,10994,108170,52600,25219,4369810,SRX2996072,PRJNA393854,SRS2347323,SAMN07342581,GEO,DOI: 10.1038/onc.2017.315,28925390
SRR5817779,SRP111546,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,25,28,9479308,8671692,138132,3980462,3945080,505,434,231128,23595,11476,157602,32511,18623,4215861,SRX2996073,PRJNA393854,SRS2347324,SAMN07342580,GEO,DOI: 10.1038/onc.2017.315,28925390
SRR5817780,SRP111546,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,25,28,11645073,10516634,175647,4695477,4651728,566,521,291285,32027,10652,114192,43151,31581,5297748,SRX2996074,PRJNA393854,SRS2347325,SAMN07342579,GEO,DOI: 10.1038/onc.2017.315,28925390
SRR6246337,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2995975,2630924,354725,238953,235598,384,1589,221860,1179,51340,1477382,43658,172221,422742,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246338,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2884757,2535365,347012,229429,226225,379,1562,215556,1113,49569,1422536,41805,165478,408317,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246339,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,3045193,2671838,358514,243351,239830,382,1653,224798,1235,51908,1501068,44095,174736,428994,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246340,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2928745,2571778,343828,232344,229111,375,1637,218276,1184,50363,1446124,42780,168629,410441,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246341,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2581257,2511836,176334,77428,75746,257,183,1272270,6,1900,606905,249534,12935,290675,SRX3353425,PRJNA416912,SRS2652626,SAMN07967382,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246342,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2506294,2440651,170977,74961,73347,244,202,1243585,3,1865,586767,241259,12573,279436,SRX3353425,PRJNA416912,SRS2652626,SAMN07967382,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246343,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2629678,2559078,178149,77789,76154,268,193,1296268,3,1863,619377,254483,13116,295986,SRX3353425,PRJNA416912,SRS2652626,SAMN07967382,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246344,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2546454,2479171,169374,75973,74301,248,223,1264765,5,1833,596531,245892,12975,280974,SRX3353425,PRJNA416912,SRS2652626,SAMN07967382,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246353,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,8775361,6367843,494483,230552,221898,428,1281,2368286,2165,70949,2527601,130986,118077,917946,SRX3353428,PRJNA416912,SRS2652628,SAMN07967394,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246354,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,8585422,6242022,489011,225949,217646,437,1279,2327798,2204,69644,2471159,127300,115253,901436,SRX3353428,PRJNA416912,SRS2652628,SAMN07967394,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246355,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,8767603,6366588,501847,229798,221389,447,1335,2361659,2220,70556,2527334,130217,117710,925759,SRX3353428,PRJNA416912,SRS2652628,SAMN07967394,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246356,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,8658814,6292478,485344,228102,219542,425,1278,2350242,2235,70018,2494266,128965,117070,900302,SRX3353428,PRJNA416912,SRS2652628,SAMN07967394,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246385,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,9805125,7429202,719562,629047,614556,524,2757,2515418,4464,98065,2792326,187208,147452,1052465,SRX3353436,PRJNA416912,SRS2652636,SAMN07967386,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246386,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,9552987,7254476,707257,613883,599555,486,2674,2459676,4195,96193,2720333,182718,145166,1029638,SRX3353436,PRJNA416912,SRS2652636,SAMN07967386,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246387,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,9789982,7424513,723002,629596,615156,522,2735,2510556,4485,98564,2787251,186680,148168,1056478,SRX3353436,PRJNA416912,SRS2652636,SAMN07967386,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246388,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,9633488,7315810,707122,619838,605307,515,2809,2485044,4556,96851,2742949,184049,146308,1033406,SRX3353436,PRJNA416912,SRS2652636,SAMN07967386,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246397,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,910282,625899,190870,59850,56128,244,221,59099,3,512,324028,23112,89517,69557,SRX3353439,PRJNA416912,SRS2652639,SAMN07967379,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246398,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,879248,605221,184731,57787,54158,231,223,58161,8,505,312185,22538,86567,67247,SRX3353439,PRJNA416912,SRS2652639,SAMN07967379,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246399,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,909647,625522,191317,59667,55880,242,222,58507,3,498,323803,23224,89575,70023,SRX3353439,PRJNA416912,SRS2652639,SAMN07967379,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246400,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,888054,611140,187163,58923,55214,243,236,58216,8,496,314872,22616,87621,68152,SRX3353439,PRJNA416912,SRS2652639,SAMN07967379,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6696827,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,131,28,4291037,3632925,212429,1845168,1836735,517,6592,708715,929,120555,389836,158673,37824,364633,SRX3671075,PRJNA433554,SRS2932384,SAMN08502990,GEO,-,-
SRR6696828,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,131,28,5407761,4526152,197732,2914618,2907565,602,1228,365436,912,112005,541613,262672,17931,309737,SRX3671076,PRJNA433554,SRS2932383,SAMN08502989,GEO,-,-
SRR6696829,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,131,28,8564622,7924581,256280,5132056,5122415,670,1860,473855,1717,282432,953424,604338,27508,447391,SRX3671077,PRJNA433554,SRS2932386,SAMN08502988,GEO,-,-
DRR041504,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Lipocyte,159,66,2314993,2048529,109108,572588,570579,497,1091,69674,3792,77985,1085273,65077,14258,158791,DRX037138,PRJDB2675,DRS008197,SAMD00004864,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041616,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Lipocyte,159,66,2910584,2762162,124203,735695,732831,530,1649,404803,8425,51709,1290128,50939,13774,205040,DRX037250,PRJDB2675,DRS008196,SAMD00004821,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR493011,SRP012585,Illumina HiSeq 2000,RNA-Seq,cDNA,Epithelial,SRR493011,Retinal_pigment_epithelial_cell_fetal,77,51,13025764,10719948,884669,7420437,7397902,804,1688,661966,6614,387196,1059330,219062,133016,830639,SRX145386,PRJNA162685,SRS311709,SAMN00990523,GEO,DOI: 10.1371/journal.pone.0037224,22848339
SRR5127203,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127203,Keratinocyte,151,28,9174711,8985582,1160143,4787087,4753980,688,43084,1033712,16047,288206,649527,312041,52903,1802975,SRX2441481,PRJNA358331,SRS1876147,SAMN06176848,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127204,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127204,Renal_cortical_epithelial_cell,151,50,21250840,20432945,759212,15340757,15284470,874,51611,751411,24157,766705,1380954,475299,147148,1494903,SRX2441482,PRJNA358331,SRS1876148,SAMN06176855,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127207,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127207,Melanocyte,151,31,6951353,6631988,234127,2761717,2756379,566,7082,412110,2600,78254,2606813,186125,21450,555837,SRX2441485,PRJNA358331,SRS1876151,SAMN06176850,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127208,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127208,Keratinocyte_neonatal,151,28,12957891,12694178,1517344,5503839,5462181,707,48413,2210989,11812,422259,1192247,440490,67564,2796565,SRX2441486,PRJNA358331,SRS1876152,SAMN06176849,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127210,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127210,Retinal_pigment_epithelial_cell,151,51,10122884,9935097,1289419,5810382,5744726,778,22678,382641,40502,310799,879282,320997,67284,2100532,SRX2441488,PRJNA358331,SRS1876154,SAMN06176858,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127212,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127212,Prostate_epithelial_cell,151,48,15155208,14264149,691999,8381861,8359515,795,52114,1596330,23058,508884,1739314,424820,105618,1432150,SRX2441490,PRJNA358331,SRS1876156,SAMN06176854,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127216,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127216,Bronchial_epithelial_cell,151,9,12763607,12087242,612176,7411251,7386728,815,50171,1307213,11593,438040,1297148,351041,87299,1133486,SRX2441494,PRJNA358331,SRS1876160,SAMN06176841,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127219,SRP095572,Illumina HiSeq 2000,miRNA-Seq,other,Epithelial,SRR5127219,Colonic_epithelial,151,16,43883335,37981885,2819092,7061518,7014338,593,8500,12353231,303,687271,9748498,2832487,1914047,3376030,SRX2441497,PRJNA358331,SRS1876163,SAMN06176875,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127223,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127223,Intestinal_epithelial_cell,151,16,13041284,12595024,558284,8285901,8245811,860,20505,1426126,45689,334686,970012,333256,60538,1118311,SRX2441501,PRJNA358331,SRS1876167,SAMN06176865,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127224,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127224,Breast_epithelial_cell,151,8,12000669,11457591,697314,7149768,7106682,865,53376,605164,35591,426358,1383663,341253,139264,1323154,SRX2441502,PRJNA358331,SRS1876168,SAMN06176851,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127230,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127230,Renal_proximal_tubule_epithelial_cell,151,50,18315846,17584712,670231,12739321,12696320,872,38833,950758,20311,435655,1397365,462966,94209,1445294,SRX2441508,PRJNA358331,SRS1876174,SAMN06176857,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127232,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,RBC,SRR5127232,Red_blood_cell,151,49,24526629,24287204,170379,21298180,21292211,728,20032,105694,108,31541,622327,1802986,8791,397545,SRX2441510,PRJNA358331,SRS1876176,SAMN06176871,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
SRR5127235,SRP095572,Illumina HiSeq 2500,miRNA-Seq,other,Epithelial,SRR5127235,Renal_epithelial_cell,151,50,12716592,12505449,1489751,8353474,8300560,827,38620,438266,30395,359042,688917,370960,69789,2155986,SRX2441513,PRJNA358331,SRS1876179,SAMN06176856,JOHNS HOPKINS UNIVERSITY SOM,10.1101/gr.222067.117,28877962
DRR041510,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Melanocyte,159,31,1942787,1628103,113963,702932,697121,483,1230,192386,4913,64925,417335,67358,15673,161351,DRX037144,PRJDB2675,DRS008232,SAMD00005433,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041515,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Melanocyte,159,31,1358907,1131826,88038,648125,644827,462,1039,103823,4215,51900,178606,44722,15421,83975,DRX037149,PRJDB2675,DRS008230,SAMD00005723,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041623,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Melanocyte,159,31,1478959,1340501,86264,761234,758372,429,1166,258957,4884,28709,156540,35210,10062,83739,DRX037257,PRJDB2675,DRS008231,SAMD00004896,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR6696830,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,28104211,26610019,722692,10055578,10007762,708,4637,12571094,23083,371907,529437,788287,62430,2203566,SRX3671078,PRJNA433554,SRS2932385,SAMN08502987,GEO,-,-
SRR6696831,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,6676451,6327426,244068,3256158,3242418,535,1192,2125088,6779,97661,157630,172877,17279,492762,SRX3671079,PRJNA433554,SRS2932387,SAMN08502486,GEO,-,-
SRR6696832,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,7446208,5594889,229000,2660100,2641878,530,835,1947783,8957,80455,169619,180599,18249,528292,SRX3671080,PRJNA433554,SRS2932388,SAMN08502485,GEO,-,-
SRR6696833,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,7562599,6504901,346954,4701723,4678411,619,2438,593723,8291,142958,199355,157238,28047,671128,SRX3671081,PRJNA433554,SRS2932389,SAMN08502484,GEO,-,-
SRR6696834,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,9813177,8698811,448290,6477799,6439915,672,3431,591794,16212,190626,234563,194729,40596,949061,SRX3671082,PRJNA433554,SRS2932390,SAMN08502483,GEO,-,-
SRR6696835,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,7365383,6587052,371798,4849884,4822478,636,2516,422338,8260,138659,276595,145061,27777,715962,SRX3671083,PRJNA433554,SRS2932393,SAMN08502482,GEO,-,-
SRR6696836,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,6896801,6106618,280261,4318185,4297275,590,1834,646811,7519,122189,187870,152121,26683,643406,SRX3671084,PRJNA433554,SRS2932391,SAMN08502481,GEO,-,-
SRR6696837,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,7841983,7287927,321105,5315064,5291296,605,2646,635130,14012,167184,240131,179980,34121,699659,SRX3671085,PRJNA433554,SRS2932392,SAMN08502480,GEO,-,-
SRR6696838,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,5986952,5074180,272217,3689363,3669255,585,1695,367268,11418,141978,168943,138686,31265,523564,SRX3671086,PRJNA433554,SRS2932395,SAMN08502479,GEO,-,-
SRR6696839,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,3534597,2988364,178025,2140877,2126179,507,833,227521,6701,64317,95373,82446,15785,354511,SRX3671087,PRJNA433554,SRS2932398,SAMN08502478,GEO,-,-
SRR6696840,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,5113948,4291595,245641,2955419,2935429,563,1802,383861,10881,90216,168038,114163,25082,542133,SRX3671088,PRJNA433554,SRS2932399,SAMN08502477,GEO,-,-
SRR6696841,SRP132514,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Melanocyte,131,31,3977381,3309761,212729,2092534,2078529,500,1485,389257,6310,90032,172231,94618,22586,440708,SRX3671089,PRJNA433554,SRS2932400,SAMN08502476,GEO,-,-
SRR12851440,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140,22,1130176,899085,69665,581237,580464,351,2248,96330,770,29054,99075,22115,8120,60136,SRX9318407,PRJNA670231,SRS7543235,SAMN16489373,GEO,DOI: 10.1002/path.5571,33095908
SRR12851441,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140,22,1163351,960656,61055,627840,626914,357,1852,87165,878,34325,115740,18049,8426,66381,SRX9318408,PRJNA670231,SRS7543236,SAMN16489372,GEO,DOI: 10.1002/path.5571,33095908
SRR12851442,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140,22,1876964,1223794,99752,673264,672172,369,2632,213122,958,36887,144869,45478,11421,95163,SRX9318409,PRJNA670231,SRS7543237,SAMN16489371,GEO,DOI: 10.1002/path.5571,33095908
SRR12851443,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140,22,1902690,1402764,107215,997320,994860,368,2269,86327,393,33912,143583,20492,17325,101143,SRX9318410,PRJNA670231,SRS7543238,SAMN16489370,GEO,DOI: 10.1002/path.5571,33095908
SRR12851444,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140,22,1918502,1478215,194748,550856,550147,316,3132,170446,405,35364,519828,25793,36339,136052,SRX9318411,PRJNA670231,SRS7543239,SAMN16489369,GEO,DOI: 10.1002/path.5571,33095908
SRR12851445,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_epithelial_cell,140,22,1562277,1157882,137635,561482,560735,346,1619,110098,537,40722,304348,28280,25260,85536,SRX9318412,PRJNA670231,SRS7543240,SAMN16489423,GEO,DOI: 10.1002/path.5571,33095908
SRR12851446,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,594232,423904,25428,310766,310177,343,1120,15338,748,17828,38333,9388,2947,27436,SRX9318413,PRJNA670231,SRS7543241,SAMN16489422,GEO,DOI: 10.1002/path.5571,33095908
SRR12851447,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,519877,365238,22681,257611,257136,346,1043,12954,722,13580,43886,8022,3111,24309,SRX9318414,PRJNA670231,SRS7543242,SAMN16489421,GEO,DOI: 10.1002/path.5571,33095908
SRR12851448,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,318777,196819,15113,132613,132231,290,664,8623,350,7225,27959,4671,2066,12648,SRX9318415,PRJNA670231,SRS7543243,SAMN16489420,GEO,DOI: 10.1002/path.5571,33095908
SRR12851449,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,1307438,1196161,64462,961726,960786,396,3905,21293,977,45290,71774,20840,5176,65180,SRX9318416,PRJNA670231,SRS7543244,SAMN16489419,GEO,DOI: 10.1002/path.5571,33095908
SRR12851450,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,808535,668993,27566,543678,542628,378,1806,13763,1388,19201,43107,9283,3172,33595,SRX9318417,PRJNA670231,SRS7543245,SAMN16489418,GEO,DOI: 10.1002/path.5571,33095908
SRR12851451,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,1281886,1150082,80103,847924,846724,388,3481,34355,1279,43639,118975,22732,7382,70315,SRX9318418,PRJNA670231,SRS7543246,SAMN16489417,GEO,DOI: 10.1002/path.5571,33095908
SRR12851452,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,735617,534534,24935,423912,422949,361,1342,13031,855,14530,43718,8515,2026,26605,SRX9318419,PRJNA670231,SRS7543247,SAMN16489416,GEO,DOI: 10.1002/path.5571,33095908
SRR12851453,SRP287855,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Nasal_polyp_epithelial_cell,140,22,616500,436882,22643,334588,333856,355,1130,11910,964,13707,36988,7663,2160,27772,SRX9318420,PRJNA670231,SRS7543248,SAMN16489415,GEO,DOI: 10.1002/path.5571,33095908
SRR3760458,SRP078144,Illumina HiSeq 2000,miRNA-Seq,PCR,Epithelial,No,Pancreas_epithelial_like,7,43,624127,624043,38628,199849,138810,238,0,25155,866,2712,69170,32051,3712,290528,SRX1907116,PRJNA325939,SRS1547238,SAMN05292450,NATIONAL CANCER INSTITUTE (NCI),-,-
DRR041412,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Placenta_epithelial_cell,159,45,4444869,4120919,162230,2795810,2792994,673,3009,161511,3357,194398,325390,507956,13483,116005,DRX037046,PRJDB2675,DRS008296,SAMD00005640,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
