Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Input Reads after miREC error correction,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR7472391,SRP152113,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_retinal_microvascular,59,20,15160664,12857832,952180,6458480,6432491,715,20168,1105164,74703,453731,2086970,371066,163173,2124377,SRX4342024,PRJNA478816,SRS3502618,SAMN09603803,UNIVERSITY OF FREIBURG,-,-
DRR041485,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_sinusoidal,159,20,2056532,1946791,106896,598069,595849,503,1672,114799,3754,77800,904442,68461,15594,162200,DRX037119,PRJDB2675,DRS008194,SAMD00004955,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041595,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_sinusoidal,159,20,899888,859910,63138,189781,188526,376,665,167234,2016,16925,391890,19453,4902,67044,DRX037229,PRJDB2675,DRS008193,SAMD00004997,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041464,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,1816105,1325769,106932,551371,546127,515,1568,74461,7299,59639,403653,64905,14071,148802,DRX037098,PRJDB2675,DRS008124,SAMD00004959,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041471,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,1351111,1032211,89593,428419,424346,490,1362,54097,7921,44467,316374,48476,11257,119838,DRX037105,PRJDB2675,DRS008125,SAMD00005667,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041476,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,1842733,1735879,114958,535617,531485,484,2190,77963,7358,61691,791527,55225,17656,186652,DRX037110,PRJDB2675,DRS008123,SAMD00004928,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041484,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,1970014,1796579,111695,826243,822393,520,2605,138926,9788,77297,475198,81532,17800,167190,DRX037118,PRJDB2675,DRS008127,SAMD00004806,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041491,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,720427,631366,59805,255228,253743,395,979,44603,4922,30236,177122,33551,8676,76049,DRX037125,PRJDB2675,DRS008128,SAMD00005126,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041496,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Endothelial,No,Endothelial_cell_umbilical_vein,159,20,2250806,1861714,119765,845823,841587,533,2668,118973,10295,72078,534261,82113,15189,180314,DRX037130,PRJDB2675,DRS008126,SAMD00004785,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR10063457,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,2765734,2317415,240941,298649,294106,335,722,151205,2342,1533,330043,20524,5622,1506775,SRX6797341,PRJNA563721,SRS5339184,SAMN12687146,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063458,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,2759615,2317636,232977,297290,293075,352,705,151578,2516,1468,327729,20247,5971,1510132,SRX6797341,PRJNA563721,SRS5339184,SAMN12687146,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063459,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,3921157,3283141,132302,438440,436252,412,1184,251713,4903,2477,510191,31681,11305,2031247,SRX6797341,PRJNA563721,SRS5339184,SAMN12687146,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063460,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,31865352,29368484,2193069,9575554,9542321,703,26349,5467169,280363,194210,7085962,2211728,253361,4273788,SRX6797342,PRJNA563721,SRS5339185,SAMN12687145,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063461,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,24711923,21615092,1918240,6249262,6216443,666,15259,3942024,145255,152006,6082548,1261761,210619,3556358,SRX6797343,PRJNA563721,SRS5339186,SAMN12687144,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063462,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,2646233,2142946,233456,313538,309330,341,430,156097,1993,1490,463306,24917,5123,1176052,SRX6797344,PRJNA563721,SRS5339187,SAMN12687143,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063463,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,2632317,2134740,222965,312252,308302,354,477,155812,2016,1349,458582,24600,5402,1174250,SRX6797344,PRJNA563721,SRS5339187,SAMN12687143,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063464,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,4090315,3288268,136423,508403,506365,408,852,283144,4444,2642,792445,43796,11515,1641027,SRX6797344,PRJNA563721,SRS5339187,SAMN12687143,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063465,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,23679588,21669873,1522295,7106576,7083280,658,13365,4199562,202223,126794,5948525,894509,191911,2986408,SRX6797345,PRJNA563721,SRS5339188,SAMN12687142,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063466,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,31066943,26787235,2193348,7116756,7075449,681,14344,5430679,165062,190515,8213150,1436730,258320,3961679,SRX6797346,PRJNA563721,SRS5339189,SAMN12687141,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063467,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,2589285,2315746,188603,155422,152798,283,438,71339,1225,716,138969,10333,4134,1933170,SRX6797347,PRJNA563721,SRS5339190,SAMN12687139,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063468,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,2582097,2311867,178978,155491,152784,298,437,70683,1322,710,138239,10115,4475,1930395,SRX6797347,PRJNA563721,SRS5339190,SAMN12687139,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063469,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,3889286,3473393,99972,249002,247072,348,761,125322,2775,1227,227612,16365,9016,2841313,SRX6797347,PRJNA563721,SRS5339190,SAMN12687139,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063470,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,8004705,7442887,547296,3221302,3213732,519,7076,1345605,92881,50197,1613291,285002,75894,751639,SRX6797348,PRJNA563721,SRS5339191,SAMN12687137,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063471,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,6846015,5846763,552088,1946433,1935689,483,4132,1212008,32473,34038,1663075,248413,61186,645005,SRX6797349,PRJNA563721,SRS5339192,SAMN12687135,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063472,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,3158452,2489557,283232,374876,369327,355,617,209128,2805,1935,500362,34155,11628,1354051,SRX6797383,PRJNA563721,SRS5339226,SAMN12687134,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063473,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,3180963,2510867,270332,379653,375041,359,676,212138,3011,1993,503600,34350,12549,1362897,SRX6797383,PRJNA563721,SRS5339226,SAMN12687134,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063474,SRP220198,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,4914138,3867560,173736,613475,610733,421,1249,385735,6088,3573,851638,61007,26952,1917843,SRX6797383,PRJNA563721,SRS5339226,SAMN12687134,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063475,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,22049089,19563585,1394701,7683289,7654514,657,12849,3552140,201268,112967,4691090,628442,184877,2496663,SRX6797384,PRJNA563721,SRS5339227,SAMN12687132,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR10063476,SRP220198,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,150,20,15139180,13256027,1077693,3601339,3580439,556,6656,2739045,74453,83314,4329293,738992,153251,1529684,SRX6797385,PRJNA563721,SRS5339228,SAMN12687130,GEO,DOI: 10.1093/cvr/cvaa219,32683448
SRR11682464,SRP259975,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,65,20,21299196,15472958,688868,4568407,4547936,697,7157,1536233,43477,2570629,2232435,1277754,467254,2769612,SRX8243299,PRJNA630079,SRS6591935,SAMN14823711,GEO,DOI: 10.1038/s41598-020-78871-5,33311640
SRR11682465,SRP259975,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,65,20,18780328,13483180,554517,4031437,4012887,643,6385,1335168,38620,2239700,1961300,1147711,392287,2330572,SRX8243300,PRJNA630079,SRS6591936,SAMN14823710,GEO,DOI: 10.1038/s41598-020-78871-5,33311640
SRR11682466,SRP259975,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,65,20,17679828,12209617,425947,3429302,3412441,648,5558,1125150,32465,1954493,1873454,966903,354408,2467884,SRX8243301,PRJNA630079,SRS6591937,SAMN14823709,GEO,DOI: 10.1038/s41598-020-78871-5,33311640
SRR11682467,SRP259975,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,65,20,21736261,16054176,529997,4896776,4870597,670,7944,1492707,39187,2753501,2317267,1419173,463657,2663964,SRX8243302,PRJNA630079,SRS6591938,SAMN14823708,GEO,DOI: 10.1038/s41598-020-78871-5,33311640
SRR11682468,SRP259975,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,65,20,15778916,11504370,456683,3303321,3285686,643,5295,1006531,27174,1943357,1727372,974147,339883,2177290,SRX8243303,PRJNA630079,SRS6591939,SAMN14823707,GEO,DOI: 10.1038/s41598-020-78871-5,33311640
SRR11682469,SRP259975,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,65,20,21542513,15668588,527143,4704461,4680862,674,7518,1435017,37114,2665693,2387550,1367255,453107,2610873,SRX8243304,PRJNA630079,SRS6591940,SAMN14823706,GEO,DOI: 10.1038/s41598-020-78871-5,33311640
SRR12283474,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,8342252,7864904,704051,3963580,3942204,559,12381,458173,52921,724924,1004810,267523,591024,789568,SRX8786866,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR12283475,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,17215787,15625458,1617154,6668175,6623036,635,20983,671685,99520,1884658,2834410,801396,766276,1878355,SRX8786865,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR12283476,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,4577810,4241588,454125,2280571,2271177,507,8240,198933,27420,463142,432307,172791,205446,452738,SRX8786864,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR1664893,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664893,Red_blood_cell,51,49,17692965,17098600,128975,14938190,14935096,517,10661,81084,8,497,208243,1615870,3727,240320,SRX769817,PRJNA268835,SRS753967,SAMN03225413,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664894,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664894,Red_blood_cell,51,49,16713448,16356343,110797,14287188,14284568,497,21996,43166,0,508,166728,1646378,3600,186779,SRX769819,PRJNA268835,SRS753969,SAMN03225414,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664895,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664895,Red_blood_cell,51,49,31614208,31475833,173103,28180483,28174244,622,33700,117413,28,1027,251816,2469781,7016,414569,SRX769818,PRJNA268835,SRS753968,SAMN03225416,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664896,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664896,Red_blood_cell,51,49,9927231,9827320,60220,8928193,8927293,329,3005,14893,1,130,108641,634319,1446,136692,SRX769820,PRJNA268835,SRS753971,SAMN03225415,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR1664897,SRP050333,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,RBC,SRR1664897,Red_blood_cell,51,49,21196809,20798327,140797,18676961,18673191,565,11034,41779,5,734,163301,1615594,6780,282139,SRX769821,PRJNA268835,SRS753970,SAMN03225412,GEO,DOI: 10.1186/s12864-015-2156-2,26573221
SRR12283477,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,4778917,4225239,676276,1014680,1005657,486,5441,199564,23550,526651,1302739,230431,239955,682228,SRX8786863,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR12283478,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,7707528,6179449,773274,3260453,3239447,567,12864,230615,47016,469283,809072,267397,65990,1016759,SRX8786862,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR12283479,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,8274932,7548155,516928,5176586,5160892,640,19629,322240,82674,434746,533862,224619,51070,702729,SRX8786861,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR12283480,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,12350618,10314922,881697,6110187,6083705,666,25128,403307,141349,585737,1173685,419345,84719,1371465,SRX8786860,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR12283481,SRP272971,NextSeq 550,miRNA-Seq,RANDOM,Endothelial,No,Endothelial_cell_umbilical_vein,92,20,6823185,5981277,652938,3382898,3361689,538,14272,208914,67919,436143,543920,233687,87066,1006458,SRX8786859,PRJNA607890,SRS7055513,SAMN15590614,IBIMA,-,-
SRR5027475,SRP093655,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,22,20,8635607,4629837,78770,135393,128002,111,1,1800196,16,2107,354356,1746960,4899,585909,SRX2353578,PRJNA354289,SRS1803285,SAMN06026473,GEO,-,-
SRR5027488,SRP093655,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,22,20,89597827,87831236,2698717,9285896,9240794,652,238087,4016048,196222,19870799,9651379,26710689,1223774,16638342,SRX2353591,PRJNA354289,SRS1803298,SAMN06026460,GEO,-,-
SRR5027489,SRP093655,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,22,20,56659656,45590628,1066809,3033858,3022699,522,5952,2649173,6438,11183267,14569078,4588531,590476,8963855,SRX2353592,PRJNA354289,SRS1803299,SAMN06026459,GEO,-,-
SRR5224010,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,13790403,13126875,921194,5970644,5959906,670,6787,291805,53876,1042717,3451355,916994,162317,1230380,SRX2533191,PRJNA369614,SRS1953863,SAMN06290063,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224011,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,11726274,11206436,773961,4963648,4956112,634,6134,296855,27719,868985,3167174,715650,113038,1047233,SRX2533192,PRJNA369614,SRS1953864,SAMN06290064,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224012,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,15509785,14928419,1046169,6943331,6932383,680,6689,709608,47026,1245061,3389817,829480,181024,1576383,SRX2533193,PRJNA369614,SRS1953865,SAMN06290062,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224013,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,17843703,16726675,1126767,4382956,4370825,681,11206,741863,118806,1226317,6298255,1110867,188091,2648314,SRX2533194,PRJNA369614,SRS1953866,SAMN06290061,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224014,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,17067362,16094043,1038526,5459959,5449521,640,8264,693110,92184,1277785,5272911,1047833,195299,2046698,SRX2533195,PRJNA369614,SRS1953867,SAMN06290057,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224015,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,31548704,29532713,1630139,5868213,5849104,741,20265,1472715,165266,2979647,11513809,2706850,334690,4471258,SRX2533196,PRJNA369614,SRS1953868,SAMN06290056,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224016,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,12214685,10502062,814884,2822235,2810309,615,5895,388978,72561,700981,3892193,589851,133203,1896165,SRX2533197,PRJNA369614,SRS1953869,SAMN06290053,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224017,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,10653103,9266355,758826,2040208,2027149,543,3976,556502,93595,482852,3865990,547464,124181,1551587,SRX2533198,PRJNA369614,SRS1953870,SAMN06290051,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224018,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,9563712,8253753,655171,2169134,2159749,551,4562,252927,54029,636540,2948694,750680,84712,1352475,SRX2533199,PRJNA369614,SRS1953871,SAMN06290052,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224019,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,9773334,8461466,673120,1921510,1909738,556,6680,376512,91409,466588,3593861,518319,95133,1391454,SRX2533200,PRJNA369614,SRS1953872,SAMN06290059,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224020,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,12188635,10601652,792195,3025435,3012407,596,6271,456683,77812,575438,4137184,500163,144928,1677738,SRX2533201,PRJNA369614,SRS1953873,SAMN06290065,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224021,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,12597317,10867582,799952,2197792,2182818,552,7493,494612,104128,715626,4604151,835828,116493,1791459,SRX2533202,PRJNA369614,SRS1953874,SAMN06290058,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224022,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,28891769,26950076,1615605,5744748,5724016,701,21403,1225767,189304,2641744,9861157,2531538,323350,4411065,SRX2533203,PRJNA369614,SRS1953875,SAMN06290055,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224023,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,12164345,10364816,926134,2173669,2158216,587,6971,477484,108192,686054,4125828,804377,130808,1851433,SRX2533204,PRJNA369614,SRS1953876,SAMN06290054,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR5224024,SRP098733,NextSeq 500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,123,20,10962401,9475880,809824,2501504,2487741,570,6835,498309,104998,612090,3192743,613166,126471,1819764,SRX2533205,PRJNA369614,SRS1953877,SAMN06290060,GEO,DOI: 10.1038/s41598-017-11487-4,28887500
SRR6032702,SRP117614,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,8,20,28487715,24373454,2162735,11297465,11258122,809,18321,3497460,26403,996176,4003679,1163155,240370,3130425,SRX3182800,PRJNA407208,SRS2511386,SAMN07638750,GEO,DOI: 10.1261/rna.064352.117,29282313
SRR6032704,SRP117614,Illumina HiSeq 2000,RNA-Seq,cDNA,Endothelial,No,Endothelial_cell_umbilical_vein,8,20,32863198,24662283,1839685,12367053,12320267,812,16880,4805482,14552,693509,2538598,878345,273028,3074836,SRX3182801,PRJNA407208,SRS2511387,SAMN07638757,GEO,DOI: 10.1261/rna.064352.117,29282313
SRR6667445,SRP132079,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,81,20,43643451,42356753,2351161,23356997,23299760,969,75445,3175425,474146,1059096,7276923,894017,319089,5725615,SRX3644228,PRJNA432729,SRS2909043,SAMN08457690,GEO,-,-
SRR6667446,SRP132079,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,81,20,30346433,29269348,2168244,8318162,8290276,794,29702,1549244,181961,8414002,3368200,3233954,193124,3980999,SRX3644229,PRJNA432729,SRS2909050,SAMN08457695,GEO,-,-
SRR6667447,SRP132079,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,81,20,31565821,27913183,2130667,13455069,13370939,874,36676,1819276,363741,1997410,4506521,1324004,199256,4211230,SRX3644230,PRJNA432729,SRS2909045,SAMN08457694,GEO,-,-
SRR6667448,SRP132079,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,81,20,44512754,42325619,3040198,8739621,8698277,801,37730,2304360,257057,14432034,5271056,5062596,285792,5935373,SRX3644231,PRJNA432729,SRS2909046,SAMN08457693,GEO,-,-
SRR6667449,SRP132079,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,81,20,40013819,30479199,2059368,20083722,19963342,915,45721,2043467,460380,596755,2167992,565486,201815,4313861,SRX3644232,PRJNA432729,SRS2909047,SAMN08457692,GEO,-,-
SRR6667450,SRP132079,Illumina HiSeq 2000,ncRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,81,20,34950893,25390075,2287635,17009196,16895343,881,33362,1277876,402358,402398,1532060,410160,147904,4174761,SRX3644233,PRJNA432729,SRS2909048,SAMN08457691,GEO,-,-
SRR7074683,SRP143502,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,12,20,70390947,42764693,2183767,22523142,22231787,1082,34194,2426137,555859,548816,6683994,898037,642684,8451830,SRX4004453,PRJNA454005,SRS3226316,SAMN08995898,GEO,DOI: 10.1038/s41526-020-00108-6,32821776
SRR7074684,SRP143502,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,12,20,69828710,50740873,2302610,31444125,31113981,1131,41894,3585323,537839,780181,5745399,1221978,487383,6896751,SRX4004454,PRJNA454005,SRS3226317,SAMN08995897,GEO,DOI: 10.1038/s41526-020-00108-6,32821776
SRR7358073,SRP150773,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,84,20,11055878,10372710,548387,6645466,6564081,866,6996,638761,18688,103266,594776,1030344,505985,828428,SRX4231157,PRJNA476586,SRS3429838,SAMN09443941,GEO,DOI: 10.7554/eLife.48095,31976858
SRR7358074,SRP150773,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,84,20,9978336,8966761,426270,5953379,5898532,827,5258,510132,14227,71646,462639,1059812,213083,676585,SRX4231158,PRJNA476586,SRS3429839,SAMN09443947,GEO,DOI: 10.7554/eLife.48095,31976858
SRR7358075,SRP150773,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,84,20,12379123,11637805,536337,7560390,7494257,896,8435,668419,22553,126669,517382,1668660,322032,743265,SRX4231159,PRJNA476586,SRS3429840,SAMN09443945,GEO,DOI: 10.7554/eLife.48095,31976858
SRR7358076,SRP150773,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,84,20,15142322,13744665,1099538,8181741,8108474,848,7247,824187,12751,259833,1097773,1090915,1057186,1213032,SRX4231160,PRJNA476586,SRS3429841,SAMN09443944,GEO,DOI: 10.7554/eLife.48095,31976858
SRR7358077,SRP150773,Illumina HiSeq 2000,miRNA-Seq,size fractionation,Endothelial,No,Endothelial_cell_umbilical_vein,84,20,13923547,12310428,840287,8257189,8194587,828,1750,637647,9321,221396,1053391,850291,581892,697551,SRX4231161,PRJNA476586,SRS3429842,SAMN09443943,GEO,DOI: 10.7554/eLife.48095,31976858
